DRE,https://www.sec.gov/ix?doc=/Archives/edgar/data/783280/000078328018000053/a2ndqd0c2018.htm
DUK,https://www.sec.gov/Archives/edgar/data/17797/000132616018000176/duk-20180630x10q.htm
DXC,https://www.sec.gov/Archives/edgar/data/1688568/000168856818000077/dxc630201810-q.htm
ETFC,https://www.sec.gov/Archives/edgar/data/1015780/000101578018000076/etfc-2018063010q.htm
EMN,https://www.sec.gov/Archives/edgar/data/915389/000091538918000048/emn2018063010q.htm
ETN,https://www.sec.gov/Archives/edgar/data/1551182/000155118218000208/etn0630201810-qdoc.htm
EBAY,https://www.sec.gov/ix?doc=/Archives/edgar/data/1065088/000106508818000032/ebay10-qq22018.htm
ECL,https://www.sec.gov/Archives/edgar/data/31462/000155837018006163/ecl-20180630x10q.htm
EIX,https://www.sec.gov/Archives/edgar/data/92103/000082705218000136/eix-sce2018q210q.htm
EW,https://www.sec.gov/Archives/edgar/data/1099800/000109980018000025/ew10-qq22018.htm
EA,https://www.sec.gov/Archives/edgar/data/712515/000071251518000045/ea6302018-q1fy1910qdoc.htm
EMR,https://www.sec.gov/Archives/edgar/data/32604/000003260418000038/emr-6302018x10q.htm
ETR,https://www.sec.gov/Archives/edgar/data/7323/000006598418000192/etr-06x30x2018x10q.htm
EVHC,https://www.sec.gov/Archives/edgar/data/1678531/000167853118000100/evhc-2018063010q.htm
EOG,https://www.sec.gov/Archives/edgar/data/821189/000082118918000034/a2018063010-q.htm
EQT,https://www.sec.gov/Archives/edgar/data/33213/000003321318000011/eqt630201810q.htm
EFX,https://www.sec.gov/Archives/edgar/data/33185/000003318518000027/efx10q20180630.htm
EQIX,https://www.sec.gov/Archives/edgar/data/1101239/000162828018010818/eqix-63018x10q.htm
EQR,https://www.sec.gov/Archives/edgar/data/906107/000156459018018904/eqr-10q_20180630.htm
ESS,https://www.sec.gov/Archives/edgar/data/920522/000092052218000039/ess-63018x10q.htm
EL,https://www.sec.gov/Archives/edgar/data/1001250/000110465918029710/a18-8697_110q.htm
